name	start	end	brin_DNA	motif	sigma	genes
U1323	1691049	1743835	1	M10	SigD	S584, flgB, flgC, fliE, fliF, fliG, S585, fliH, fliI, fliJ, ylxF, fliK, flgD, flgE, ylzI, fliL, fliM, fliY, cheY, fliZ, fliP, fliQ, fliR, flhB, flhA, flhF, ylxH, cheB, cheA, cheW, cheC, cheD, sigD, ylxL,S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1327	1717302	1743835	1	M8	SigGF	ylxL,S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591, S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1328	1717808	1743835	1	M17	SigA	S586, rpsB, S587, tsf, S588, pyrH, frr, S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591,S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1329	1721108	1743835	1	M7	SigA	S589, uppS, cdsA, dxr, rseP, proS, S590, polC, S591,S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1330	1722813	1743835	1	M19	SigA	dxr, rseP, proS, S590, polC, S591, S592,S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1332	1731582	1743835	1	M16	SigA	S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY,mlpA
U1331	1731513	1741679	1	M8	SigGF	S592, S593, ylxS, nusA, ylxR, rplGA, infB, ylxP, rbfA, truB,ribC, S594, rpsO, S595, pnpA, S596, ylxY
U1334	1736069	1742273	1	M11	SigB	ylxP, rbfA, truB, ribC, S594, rpsO, S595, pnpA, S596, ylxY
U1335	1737630	1743835	1	M19	SigA	ribC, S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1336	1738824	1743835	1	M17	SigA	S594, rpsO, S595, pnpA, S596, ylxY, mlpA
U1337	1739325	1741481	1	M7	SigA	pnpA
U1339	1742207	1743835	1	M3	SigEF	mlpA
U1340	1743890	1744209	1	M3	SigEF	ymxH
U1341	1744297	1751073	1	M5	SigK	S598, spoVFA, spoVFB, S599, asd, S600, dapG, dapA,rnjB
U1342	1745919	1752041	1	M4	SigA	S599, asd, S600, dapG, dapA, rnjB, tepA, ylzJ
U1343	1749357	1751073	1	M7	SigA	rnjB
U1345	1751161	1755497	1	M8	SigGF	tepA, ylzJ, spoIIIE, S602,ymfC
U1346	1752189	1756705	1	M4	SigA	spoIIIE, S602, ymfC,ymfD
U1347	1754744	1756705	1	M14	SigA	ymfC, ymfD
U1348	1755585	1756815	1	M8	SigGF	ymfD
U1350	1757013	1760706	1	M3	Sig-	ymfF, ymfH, S603, ymfI, ymfJ
U1349	1756968	1770191	1	M4	SigA	ymfF, ymfH, S603, ymfI, ymfJ, ymfK, ymfK, ymfM,pgsA, cinA, S604, recA, S605, pbpX, S606, S607, ymdA, ymdB, S608, spoVS
U1351	1760417	1762533	1	M8	SigGF	ymfJ, ymfK, ymfK, ymfM
U1353	1760797	1770191	1	M7	SigA	ymfK, ymfK, ymfM, pgsA, cinA, S604, recA,S605, pbpX, S606, S607, ymdA, ymdB, S608, spoVS
U1354	1761830	1770191	1	M13	Sig-	pgsA, cinA, S604,recA, S605, pbpX, S606, S607, ymdA, ymdB, S608, spoVS
U1355	1764601	1770191	1	M14	SigA	recA, S605, pbpX,S606, S607, ymdA, ymdB, S608, spoVS
U1356	1765815	1774789	1	M9	SigWXY	pbpX, S606,S607, ymdA, ymdB, S608, spoVS, S609, tdh, kbl, ymcB, ymcA
U1357	1767136	1774789	1	M19	SigA	S607, ymdA, ymdB, S608, spoVS,S609, tdh, kbl, ymcB, ymcA
U1359	1769795	1774789	1	M3	SigEF	S608, spoVS, S609, tdh,kbl, ymcB, ymcA
U1358	1769531	1774789	1	M3	SigEF	S608, spoVS, S609,tdh, kbl, ymcB, ymcA
U1361	1770412	1774789	1	M14	SigA	tdh, kbl, ymcB, ymcA
U1362	1772787	1774789	1	M7	SigA	ymcB, ymcA
U1363	1774965	1776351	1	M3	SigEF	S610, cotE, mutS
U1364	1775692	1780135	1	M16	SigA	mutS, mutL
U1366	1780145	1781165	-1	M16	SigA	S613, ymzD, S611
U1367	1781894	1782511	1	M4	SigA	pksA
U1369	1782643	1858509	1	M4	SigA	S614, pksB, S615,S616, pksC, S617, pksD, pksE, acpK, pksF, pksG, pksH, pksI, pksJ, pksL, pksM, pksN, pksR
U1370	1783660	1858509	1	M19	SigA	S616, pksC, S617, pksD, pksE, acpK, pksF, pksG, pksH, pksI, pksJ, pksL, pksM, pksN, pksR
U1372	1858826	1859838	-1	M21	Sig-	pksS
U1373	1858585	1859882	-1	M14	SigA	pksS
U1374	1859332	1860435	-1	M20	Sig-	ymzB, S618, pksS
U1375	1860014	1861311	-1	M4	SigA	ymaE, ymzB
U1376	1861399	1862754	-1	M5	SigK	aprX
U1377	1862477	1862895	-1	M14	SigA	aprX
U1378	1862898	1864667	1	M14	SigA	ymzE, ymzE, S619, ymaC, ymaD
U1379	1863384	1864667	1	M4	SigA	ymaC, ymaD
U1380	1864190	1864667	1	M19	SigA	ymaD
U1381	1864721	1865427	-1	M14	SigA	ebrA, ebrB
U1383	1865513	1865827	-1	M5	SigK	ymaG
U1382	1865824	1867858	1	M3	SigEF	ymaF, miaA, ymaH,ymzC
U1384	1866340	1872720	1	M4	SigA	miaA, ymaH,ymzC, ymzA, S620, S621, nrdI, nrdE, nrdF, ymaB
U1385	1867334	1872742	1	M1	SigH	ymaH, ymzC, ymzA, S620, S621,nrdI, nrdE, nrdF, ymaB
U1387	1868101	1872896	1	M19	SigA	ymzA, S620, S621, nrdI, nrdE, nrdF, ymaB, S623
U1388	1868562	1872764	1	M14	SigA	nrdI, nrdE, nrdF, ymaB
U1390	1872114	1873611	-1	M5	SigK	cwlC, S622
U1392	1874062	1876680	1	M3	SigEF	S624, spoVK,ynbA, ynbB
U1393	1875250	1882827	1	M4	SigA	ynbA, ynbB, glnR, glnA,S625, ynxB, S626, ynzF, ynzG, S627, ynaB, ynaC
U1394	1877931	1882827	1	M14	SigA	glnR, glnA, S625, ynxB, S626, ynzF, ynzG,S627, ynaB, ynaC
U1395	1878372	1880461	1	M18	SigL	glnA, S625, ynxB, S626
U1396	1880043	1882827	1	M14	SigA	ynxB, S626, ynzF, ynzG,S627, ynaB, ynaC
U1397	1881406	1883663	1	M4	SigA	S627, ynaB, ynaC, ynaD
U1399	1883135	1883685	1	M1	SigH	ynaD
U1401	1884169	1886523	1	M4	SigA	S628, ynaE, S629, ynaF, ynaG, ynzI, S630, ynaI
U1400	1884125	1887183	1	M4	SigA	S628, ynaE, S629, ynaF, ynaG, ynzI, S630, ynaI, S631
U1405	1890515	1891743	-1	M7	SigA	S633, xylR
U1406	1891804	1895169	1	M14	SigA	S634, xylA, S635, xylB, S636
U1407	1895773	1896059	-1	M14	SigA	yncB
U1408	1896225	1897831	1	M14	SigA	S637, yncC
U1409	1897929	1899209	-1	M3	SigEF	S638, alrB
U1410	1899547	1903154	1	M17	SigA	yncE, yncF, S640, ynzJ, S642, S643, thyA
U1412	1901118	1901408	-1	M5	SigK	cotU
U1414	1902168	1903264	1	M19	SigA	thyA
U1413	1901856	1903022	1	M5	SigK	S643, thyA
U1417	1902878	1904266	-1	M7	SigA	yncM, S644
U1418	1903516	1904790	-1	M16	SigA	ynzK, S646, yncM
U1419	1904968	1905229	-1	M5	SigK	cotC
U1420	1905012	1905540	-1	M1	Sig-	tatAC, cotC
U1421	1905012	1905605	-1	M14	SigA	tatAC, cotC
U1422	1905706	1907246	1	M3	SigEF	S647, yndA, S648, ynzB
U1423	1906288	1906752	-1	M14	SigA	yndB
U1424	1907334	1908654	1	M8	SigGF	S650, yndD
U1426	1911492	1912746	1	M14	SigA	yndG, yndH
U1430	1915254	1917520	1	M13	Sig-	yndL, S657, fosB, S658, S659
U1428	1915120	1917542	1	M5	SigK	S654, yndL, S657, fosB, S658, S659
U1432	1915836	1916552	-1	M8	SigGF	yndM, S656
U1433	1916624	1917696	1	M9	SigWXY	fosB, S658, S659
U1435	1917596	1918301	-1	M19	SigA	lexA
U1436	1918355	1921854	1	M14	SigA	yneA, yneB, ynzC, S660, tkt
U1438	1919432	1922778	1	M19	SigA	ynzC, S660, tkt,yneE, yneF
U1439	1919830	1922778	1	M19	SigA	tkt, yneE,yneF
U1441	1921964	1924934	1	M7	SigA	yneE, yneF, S662, S663, ccdA, yneI,yneJ
U1442	1922495	1924934	1	M16	SigA	yneF, S662, S663, ccdA, yneI, yneJ
U1444	1922766	1923059	-1	M19	SigA	ynzD
U1446	1922304	1923126	-1	M14	SigA	ynzD, S661
U1445	1923125	1924956	1	M1	SigH	S663, ccdA, yneI, yneJ
U1447	1923988	1924956	1	M4	SigA	yneI, yneJ
U1448	1924439	1924956	1	M7	SigA	yneJ
U1449	1925010	1925451	-1	M19	SigA	yneK
U1451	1925010	1925538	-1	M7	SigA	S664, yneK
U1454	1925010	1926069	-1	M5	SigK	cotM, S666, S664, yneK
U1456	1926154	1926482	-1	M8	SigGF	sspO, sspP
U1457	1926587	1930676	1	M14	SigA	S668, citB, S669, yneN, ynzL, sspN, tlp
U1452	1925915	1929950	1	M3	SigEF	S667,S668, citB, S669, yneN
U1459	1930038	1930676	1	M8	SigGF	ynzL, sspN, tlp
U1460	1930236	1930676	1	M8	SigGF	sspN, tlp
U1461	1930742	1931490	1	M4	SigA	S670, yneP, yneQ
U1462	1931390	1931874	-1	M19	SigA	yneR
U1463	1931412	1932544	-1	M4	SigA	plsY, yneR
U1464	1932634	1937848	1	M7	SigA	yneT, S672, parE, parC
U1465	1933162	1937848	1	M7	SigA	S672, parE, parC
U1466	1937902	1938452	-1	M14	SigA	ynfC, S673
U1467	1937924	1938518	-1	M14	SigA	ynfC, S673
U1468	1937902	1938576	-1	M5	SigK	ynfC, S673
U1469	1938847	1940334	1	M16	SigA	S674, alsT
U1470	1940554	1940862	1	M14	SigA	eglS
U1472	1942720	1945977	-1	M7	SigA	S677, xynD, S676, xynC
U1474	1947220	1948254	1	M4	SigA	yngC
U1475	1948330	1949584	-1	M8	SigGF	S678, yngD
U1477	1949694	1957396	-1	M3	SigEF	yngJ, yngI, yngHA, yngHB, yngG, yngF, yngE
U1478	1958032	1959594	-1	M5	SigK	yngK
U1479	1959726	1960122	-1	M8	SigGF	yngL
U1481	1980494	1986280	-1	M13	Sig-	ppsC
U1483	1980076	1998066	-1	M19	SigA	S679, ppsA, ppsB, ppsC
U1484	1998336	2000867	-1	M1	SigH	yoxA, dacC
U1486	2000976	2002456	-1	M1	Sig-	S681, yoeA
U1488	2002588	2003166	1	M14	SigA	iseA
U1487	2002507	2003166	1	M3	SigEF	iseA
U1485	2002172	2003166	1	M11	SigB	S680,iseA
U1489	2003374	2004000	-1	M14	SigA	yoeC
U1490	2004275	2004530	-1	M4	SigA	yoeD
U1492	2004632	2006421	1	M19	SigA	ggt
U1493	2006563	2007464	-1	M19	SigA	ftsR
U1495	2008015	2014704	-1	M14	SigA	S683, gltA, gltB, S682
U1496	2014720	2015661	1	M14	SigA	gltC
U1497	2015627	2017761	-1	M17	SigA	proH, proJ
U1498	2015583	2017809	-1	M3	SigEF	proH, proJ
U1501	2017629	2019317	-1	M16	SigA	yoxD, S685, S684, rtp, proH
U1499	2016837	2018312	-1	M1	SigH	rtp,proH
U1500	2017982	2018433	-1	M19	SigA	S684, rtp
U1502	2019396	2021931	1	M11	SigB	yoxC, yoxB, yoaA, S686, S687
U1503	2020568	2021183	1	M14	SigA	yoaA
U1504	2021237	2025291	-1	M14	SigA	NA, S689, yoaD, yoaC, S688, yoaB
U1505	2025358	2028068	1	M14	SigA	yoaE, yoaF
U1506	2027475	2029366	1	M9	SigWXY	yoaF, S692, yozQ, S693
U1507	2027858	2028675	-1	M9	SigWXY	S691, yoaG, S690
U1508	2028811	2029850	1	M8	SigGF	S692, yozQ, S693
U1509	2029420	2031202	-1	M10	SigD	S694, yoaH
U1510	2031390	2032888	1	M5	SigK	yoaI
U1511	2033074	2033679	-1	M19	SigA	exlX
U1512	2036012	2036232	1	M8	SigGF	yoaM
U1513	2035846	2037470	-1	M14	SigA	S697, yozS, S696
U1514	2037540	2038824	-1	M5	SigK	yoaN, S698
U1515	2040654	2041424	1	M3	SigEF	yoaQ, S699
U1516	2040906	2042863	-1	M8	SigGF	yoaR, S701, yozF, S700, yozT
U1517	2043139	2045625	1	M14	SigA	yoaS, yozG, S702, yoaT, S703
U1518	2046955	2047439	-1	M7	SigA	yoaW
U1519	2046955	2047681	-1	M3	SigEF	S705, yoaW
U1520	2048471	2050069	1	M14	SigA	penP, S706
U1522	2050649	2050927	1	M19	SigA	yobB
U1524	2051025	2054039	-1	M17	SigA	S707, pps
U1525	2054127	2055358	-1	M4	SigA	S710, xynA, S709
U1526	2054215	2056154	-1	M7	SigA	yozV,S710, xynA, S709
U1527	2056242	2057548	1	M14	SigA	yobD, S711, yozI
U1529	2057140	2059670	-1	M14	SigA	yobF,S712
U1530	2060778	2061662	1	M19	SigA	yozY
U1532	2062097	2063378	1	M4	SigA	rapK, phrK
U1533	2063006	2063378	1	M1	SigH	phrK
U1534	2064984	2065270	1	M1	SigA	yozM
U1536	2065412	2069174	-1	M4	SigA	S713, yobI
U1537	2065412	2069699	-1	M10	SigD	S715, yoyA, S714, S713, yobI
U1541	2065434	2071113	-1	M9	SigWXY	yobJ, S719, S718, S716, S715, yoyA, S714,S713, yobI
U1542	2069790	2073596	-1	M4	SigA	yobL, yobK, S721, S720,yobJ, S719, S718, S716
U1543	2074310	2079152	1	M3	SigEF	S723, yobN, S724,S725, yobO, S727, S728
U1545	2076113	2079174	1	M1	SigH	S725, yobO, S727, S728
U1547	2078590	2081141	-1	M19	SigA	yobR, yobQ, csaA, S726
U1550	2079228	2083056	-1	M18	Sig-	yobU, yobT, yobS, yobR, yobQ, csaA
U1548	2082330	2082484	-1	M14	SigA	yobT
U1549	2081736	2082528	-1	M14	SigA	yobT
U1551	2083914	2084046	-1	M4	SigA	yobV
U1553	2084190	2084850	1	M3	SigEF	yobW
U1552	2084109	2084850	1	M5	SigK	S729, yobW
U1554	2084772	2085141	-1	M14	SigA	czrA
U1555	2085247	2086016	1	M19	SigA	yocA
U1556	2085740	2086653	-1	M19	SigA	yozB
U1557	2086092	2087566	-1	M11	SigB	yocB, yozB
U1558	2087648	2092286	1	M14	SigA	yocC, yocD,des, S730, desK, desR
U1559	2088221	2092286	1	M4	SigA	yocD,des, S730, desK, desR
U1560	2089360	2092286	1	M19	SigA	des, S730, desK, desR
U1561	2090526	2091912	1	M4	SigA	desK, desR
U1565	2092890	2093814	-1	M4	SigA	yocH
U1566	2092912	2096127	-1	M14	SigA	NA, S735, yocI, S734,yocH
U1567	2093000	2097023	-1	M17	SigA	yocJ, S736,NA, S735, yocI, S734, yocH
U1568	2095948	2097641	-1	M11	SigB	yocK, yocJ, S736,NA
U1573	2096366	2099968	-1	M9	SigWXY	S742, S741, yozO, S740, S739, yocM, S737, yocL, yocK, yocJ
U1571	2097135	2098895	-1	M3	SigEF	S739, yocM, S737, yocL, yocK
U1572	2097135	2099863	-1	M19	SigA	S741, yozO, S740, S739, yocM, S737, yocL, yocK
U1569	2098062	2099347	1	M3	SigEF	yoyB, S738,yozN, yocN
U1570	2098839	2099347	1	M3	SigEF	yozN, yocN
U1574	2100083	2100389	-1	M14	SigA	yozC
U1576	2100105	2100468	-1	M5	Sig-	S743, yozC
U1575	2100442	2104715	1	M14	SigA	S744, dhaS, sqhC,sodF
U1578	2102141	2106123	1	M3	SigEF	sqhC, sodF, S745
U1580	2105099	2106314	-1	M14	SigA	yocR
U1582	2105825	2111718	-1	M14	SigA	odhA, odhB, S746, yocR
U1581	2106410	2107465	1	M7	SigA	yocS
U1583	2107387	2114697	-1	M16	SigA	yojN, yojO, S747,odhA, odhB, S746
U1584	2114767	2116745	-1	M10	SigD	cwlS, sodC
U1585	2114767	2116967	-1	M1	SigH	S748, cwlS, sodC
U1586	2117077	2118309	-1	M19	SigA	yojK
U1590	2118507	2119278	-1	M11	SigB	S749, yojJ
U1591	2119355	2121578	1	M17	SigA	norM, rsbRC
U1589	2119268	2119620	1	M21	Sig-	S750, norM
U1587	2119166	2119708	1	M8	SigGF	S750, norM
U1594	2121632	2122993	-1	M19	SigA	yoyC, yojF, yojG
U1596	2121654	2123966	-1	M4	SigA	yojE, yoyC, yojF, yojG
U1595	2123784	2124484	1	M5	SigK	S751, gerT
U1597	2124538	2124803	-1	M5	SigK	yojB
U1598	2124560	2126327	-1	M14	SigA	S752, yojA, yojB
U1599	2126441	2126948	1	M14	SigA	S753, yodA
U1601	2127376	2127774	-1	M4	SigA	yodB
U1600	2127736	2128422	1	M19	SigA	S754, yodC
U1602	2129312	2130037	-1	M17	SigA	yodE
U1603	2130133	2131876	1	M7	SigA	yoyD, yodF
U1606	2131908	2133342	-1	M19	SigA	ctpA
U1607	2133416	2134516	1	M5	SigK	yodH, yodI
U1608	2134208	2134516	1	M5	SigK	yodI
U1609	2134592	2136261	-1	M16	SigA	S756, deoD, S755, yodJ
U1610	2136357	2136496	1	M8	SigGF	yoyE
U1611	2136550	2136880	-1	M1	SigH	yodL
U1612	2136550	2137617	-1	M16	SigA	yodM, yodL
U1613	2136550	2137813	-1	M3	SigEF	yozD, yodM,yodL
U1615	2137606	2138750	-1	M5	SigK	yodN, S757, yozD
U1614	2137858	2138960	1	M3	SigEF	yoyF, S758
U1616	2138882	2139145	-1	M19	SigA	yozE
U1618	2138882	2145725	-1	M3	SigEF	yodT, yodS, yodR, yodQ, yodP, kamA, yokU, yozE
U1620	2145813	2145967	-1	M5	SigK	yoyG
U1621	2145813	2147485	-1	M10	SigD	cgeE, yoyG
U1622	2145857	2148079	-1	M3	SigEF	cgeD, cgeE, yoyG
U1623	2145813	2148510	-1	M5	SigK	cgeC, cgeD, cgeE,yoyG
U1624	2148630	2150027	1	M5	SigK	cgeA, cgeB
U1628	2151585	2152029	1	M5	SigK	ypqP
U1629	2152149	2152299	-1	M5	SigK	yotN
U1637	2152149	2164645	-1	M13	Sig-	S768, yosQ, yosP, yosR, yosS, yosT, S766, yojW, yosV, S765, yosW, S764, S763, yosX, S762, yotB, yotC, yotD, yotE, yotF, yotG, yotH, yotI, yotJ, S761, yotK, S759, yotM, yotN
U1630	2152890	2153679	1	M16	SigA	yotL, S760
U1631	2156187	2156451	1	M8	SigGF	sspC
U1632	2156439	2157231	-1	M14	SigA	S763, yosX, S762
U1633	2158408	2158827	1	M4	SigA	yosU, S767
U1634	2158287	2159200	-1	M14	SigA	yosT, S766
U1635	2161543	2161799	-1	M14	SigA	yosP
U1642	2164711	2187336	-1	M4	SigA	yorD, yorE, yorF, S772, yorG, yorH, yorI, yorJ, yorK, yorL, yorM, yorN, yorO, yorP, yorQ, yorR, yorS, yorT, mtbP, yorV, yorW, yorX, yorY, yorZ, S770, yosB, yosC, yosD, yosE, yosF, yosG, yosH, yosI, yosJ, yosK, S769, yosL, nrdIB, nrdEB
U1644	2164689	2188165	-1	M19	SigA	yorB, yorC, yorD, yorE, yorF, S772, yorG, yorH, yorI, yorJ, yorK, yorL, yorM, yorN, yorO, yorP, yorQ, yorR, yorS, yorT, mtbP, yorV, yorW, yorX, yorY, yorZ, S770, yosB, yosC, yosD, yosE, yosF, yosG, yosH, yosI, yosJ, yosK, S769, yosL, nrdIB, nrdEB
U1647	2164689	2190695	-1	M13	Sig-	yorA,yorB, yorC, yorD, yorE, yorF, S772, yorG, yorH, yorI, yorJ, yorK, yorL, yorM, yorN, yorO, yorP, yorQ, yorR, yorS, yorT, mtbP, yorV, yorW, yorX, yorY, yorZ, S770, yosB, yosC, yosD, yosE, yosF, yosG, yosH, yosI, yosJ, yosK, S769, yosL, nrdIB, nrdEB
U1638	2169773	2169959	1	M5	SigK	yosA
U1640	2173555	2174792	-1	M10	SigD	yorN, yorO, yorP, yorQ, yorR
U1645	2186933	2190288	-1	M11	SigB	yorA, yorB, yorC,yorD
U1652	2190761	2204050	-1	M19	SigA	S783, S782, yopT, yopU, S781, yopV, S780, yopW, yopX, yopY, yopZ, yoqA, yoqB, yoqC, yoqD, yoqE, yoqF, yoqG, S779, yoqH, yoqI, S778, yoqJ, yoqK, yoqL, yoqN, S777, yoqP, yoqR, yoqS, S776, yoqU, S775, yoqX, yoqY, S774
U1648	2195135	2195525	1	M14	SigA	yoqO
U1649	2195940	2196251	1	M19	SigA	yoqM
U1650	2203731	2204369	1	M4	SigA	yopS
U1653	2204181	2206623	-1	M14	SigA	yopQ, yopR
U1655	2204115	2208581	-1	M14	SigA	yopM, yopN, yopO, yopP, yopQ, yopR
U1657	2208295	2209002	-1	M14	SigA	yopL, S786, S785, yopM
U1658	2208295	2210202	-1	M14	SigA	yopK,yopL, S786, S785, yopM
U1656	2208823	2208955	-1	M21	Sig-	yopL
U1659	2208823	2212519	-1	M10	SigD	yopE, yopF, yopG, yopH, yopI, yopJ, S787, yopK,yopL
U1661	2208691	2214961	-1	M4	SigA	S791, yopC, yopD, S788, yopE, yopF, yopG, yopH, yopI, yopJ, S787, yopK,yopL, S786, S785
U1660	2212531	2213851	1	M4	SigA	yoyH, S789, yoyI, S790
U1662	2215313	2216813	-1	M1	SigH	yopA, S792
U1663	2215313	2217689	-1	M14	SigA	yonX, S793, yopA, S792
U1666	2215313	2219778	-1	M13	Sig-	yoyJ, yonU, yonV, S794,yonX, S793, yopA, S792
U1667	2215313	2219999	-1	M4	SigA	yonT,yoyJ, yonU, yonV, S794, yonX, S793, yopA, S792
U1664	2219163	2219493	-1	M4	SigA	yonU
U1668	2220043	2221418	-1	M7	SigA	yonR, S795, yonS
U1671	2222299	2225775	1	M14	SigA	yonP, yonO, S798, yonN, S799
U1672	2226061	2229867	1	M13	SigA	S801, yonK, yonJ, S802, yonH
U1673	2228777	2229202	-1	M14	SigA	yonI
U1674	2229955	2246631	1	M13	Sig-	yonG, yonF, yonE, yonD, yonC, yonB, yonA, yomZ, yomY, yomX, yomW, yomV, yomU, youA, yomT, yomS, yomR, yomQ, yomP, yomO, yomN, yomM, S804
U1676	2245343	2246517	-1	M8	SigGF	yozP, S803
U1677	2247862	2265133	1	M10	SigD	yomK, yomJ, yomI, yomH, yomG,yomF, yomE, S805, yomD, S806, blyA, bhlA, bhlB
U1678	2248391	2265133	1	M4	SigA	yomJ, yomI, yomH, yomG, yomF, yomE, S805, yomD, S806, blyA, bhlA, bhlB
U1683	2265121	2269675	-1	M4	SigA	sunA, sunT, bdbA, yolJ, bdbB, S808
U1685	2264395	2269754	-1	M7	SigA	sunA, sunT, bdbA, yolJ, bdbB, S808, S807
U1686	2264395	2270347	-1	M4	SigA	sunI, sunA, sunT, bdbA, yolJ, bdbB, S808,S807
U1687	2264461	2272010	-1	M14	SigA	yolD, uvrX,sunI, sunA, sunT, bdbA, yolJ, bdbB, S808, S807
U1688	2272107	2272525	1	M1	SigH	yolC
U1689	2272711	2273173	-1	M5	SigK	yolB
U1691	2272535	2273404	-1	M10	SigD	yolA, yolB
U1695	2273459	2277463	-1	M4	SigA	yokI, yokJ, yokK, yokL, S810
U1696	2277793	2279729	-1	M4	SigA	yokG, S812, yokH
U1697	2279919	2282535	1	M14	SigA	yokF, yokE, S813, yokD
U1698	2281501	2282579	1	M4	SigA	S813, yokD, S815
U1699	2282325	2283755	-1	M19	SigA	S816, yokC, S814
U1700	2282435	2284613	-1	M4	SigA	yokB, S816, yokC,S814
U1701	2284713	2287045	1	M14	SigA	yokA, ypqP
U1702	2286429	2287045	1	M5	SigK	ypqP
U1704	2287099	2288110	-1	M4	SigA	msrA, msrB
U1703	2288083	2289861	1	M4	SigA	S817, ypoP, S818
U1705	2289651	2291666	-1	M4	SigA	ypmR, ypmS, ypmT, dinF
U1707	2290003	2294090	-1	M4	SigA	ilvA, ypmP, S819, scuA, ypmR, ypmS, ypmT
U1706	2292445	2292720	-1	M7	SigA	ypmP
U1708	2294247	2297011	1	M4	SigA	yplP, yplQ, S820
U1710	2295987	2299197	-1	M4	SigA	ypjP, ypjQ, thyB, dfrA, ypkP
U1711	2296009	2300695	-1	M19	SigA	yphP, ypiP,ypjP, ypjQ, thyB, dfrA, ypkP
U1712	2299771	2302629	-1	M7	SigA	S823, ilvD, S822, yphP, ypiP
U1713	2300739	2303885	-1	M4	SigA	ypgR, S823, ilvD
U1714	2300739	2305184	-1	M1	SigH	S824, bsaA, ypgQ, ypgR,S823, ilvD
U1716	2305349	2308626	1	M14	SigA	metA, S826, ugtP,S828, cspD, S829, ypzA
U1715	2305261	2308626	1	M9	SigWXY	S825, metA, S826, ugtP,S828, cspD, S829, ypzA
U1717	2306333	2308626	1	M4	SigA	S826, ugtP,S828, cspD, S829, ypzA
U1719	2307814	2308758	1	M19	SigA	S828, cspD, S829, ypzA
U1720	2308152	2308436	-1	M10	SigD	degR
U1721	2308472	2308758	1	M8	SigGF	ypzA
U1723	2308812	2309785	-1	M4	SigA	S830, ypeP, ypeQ
U1724	2308812	2310174	-1	M1	SigH	S831, S830, ypeP, ypeQ
U1722	2309687	2311046	1	M4	SigA	ypdP, ypdQ, sspL, S832
U1725	2310843	2311926	1	M8	SigGF	sspL, S832
U1726	2310748	2311914	-1	M4	SigA	exoA
U1727	2312002	2312156	-1	M8	SigGF	ypzF
U1728	2312002	2312499	-1	M4	SigA	ypbS, ypzF
U1729	2312002	2316182	-1	M7	SigA	S833, ypbR,ypbS, ypzF
U1731	2316622	2318074	-1	M8	SigGF	bcsA, ypbQ
U1732	2318140	2321836	-1	M21	Sig-	ypwA, S835, NA, xpt, pbuX
U1733	2318118	2321902	-1	M19	SigA	ypwA, S835, NA, xpt, pbuX
U1734	2321990	2325690	-1	M14	SigA	kdgR, kdgK, kdgA, kdgT
U1735	2325774	2327436	1	M14	SigA	S836, kduI, kduD
U1736	2327468	2329448	-1	M16	SigA	ypvA
U1737	2327490	2329734	-1	M3	SigEF	yptA, S837, ypvA
U1739	2327490	2331735	-1	M17	SigA	rnpB, ypsC, S838, yptA, S837, ypvA
U1740	2327490	2332110	-1	M19	SigA	gpsB, rnpB, ypsC,S838, yptA, S837, ypvA
U1742	2327490	2333210	-1	M16	SigA	S839, cotD, ypsA, gpsB,rnpB, ypsC, S838, yptA, S837, ypvA
U1744	2327490	2336862	-1	M16	SigA	yprA, yprB, S840, S839, cotD,ypsA, gpsB, rnpB, ypsC, S838, yptA, S837, ypvA
U1745	2327490	2337500	-1	M19	SigA	ypqE, yprA, yprB, S840, S839, cotD,ypsA, gpsB, rnpB, ypsC, S838, yptA, S837, ypvA
U1738	2329803	2330032	1	M8	SigGF	ypzG
U1741	2330086	2333054	-1	M5	SigK	cotD, ypsA,gpsB, rnpB, ypsC
U1743	2332748	2334288	-1	M5	Sig-	S840, S839,cotD
U1746	2337556	2338106	1	M5	SigK	ypqA, S841
U1747	2337764	2338443	-1	M5	SigK	yppG
U1748	2338539	2338986	1	M4	SigA	yppF
U1749	2338842	2339205	-1	M4	SigA	yppE
U1750	2338842	2339502	-1	M1	SigH	yppD, yppE
U1751	2339649	2339756	1	M8	SigGF	sspM
U1753	2340291	2344200	1	M16	SigA	S844, recU, ponA
